Factor_category,Multiple_cat1,Multiple_cat2,Multiple_cat3,Factor_more_refined,Factor_refined,Clock_C,N total,Tissue_category,Race_Ethnicity,Sex,Twin_study,Cohort_C,Link
Multiple_groups,Renal,Blood_markers,,Kidney function,Creatinine,Horvath,943,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Renal,Blood_markers,,Kidney function,Creatinine,Hannum,1019,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Renal,Blood_markers,,Kidney function,Creatinine,Hannum,1035,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Renal,Blood_markers,,Kidney function,Creatinine,Horvath,1035,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Cardiovascular,,Respiratory disease,Pulmonary heart disease and diseases of pulmonary circulation,Horvath,887,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Cardiovascular,,Respiratory disease,Pulmonary heart disease and diseases of pulmonary circulation,Hannum,974,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Cardiovascular,,Respiratory disease,Pulmonary heart disease and diseases of pulmonary circulation,Horvath,974,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Environment,,Respiratory disease,Lung diseases due to external agents,Horvath,886,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Environment,,Respiratory disease,Lung diseases due to external agents,Hannum,958,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Environment,,Respiratory disease,Lung diseases due to external agents,Hannum,973,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Environment,,Respiratory disease,Lung diseases due to external agents,Horvath,973,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Immunology,,Respiratory disease,Other acute lower respiratory infections,Horvath,882,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Immunology,,Respiratory disease,Other acute lower respiratory infections,Hannum,954,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Immunology,,Respiratory disease,Other acute lower respiratory infections,Horvath,969,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Immunology,,Respiratory disease,Other acute lower respiratory infections,Hannum,969,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Lung function,FEV1,Horvath,917,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Lung function,FEV1,Hannum,991,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Lung function,FEV1,Hannum,1008,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Lung function,FEV1,Horvath,1008,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Multiple_groups,Respiratory,Cardiovascular,,Respiratory disease,Pulmonary heart disease and diseases of pulmonary circulation,Hannum,959,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Chronic lower respiratory diseases,Horvath,873,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Chronic lower respiratory diseases,Hannum,944,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Chronic lower respiratory diseases,Hannum,959,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Chronic lower respiratory diseases,Horvath,959,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of pleura,Horvath,888,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of pleura,Hannum,959,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of pleura,Hannum,974,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of pleura,Horvath,974,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of the respiratory system,Horvath,889,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of the respiratory system,Hannum,961,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of the respiratory system,Hannum,976,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other diseases of the respiratory system,Horvath,976,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other respiratory diseases principally affecting the interstitium,Horvath,889,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other respiratory diseases principally affecting the interstitium,Hannum,961,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other respiratory diseases principally affecting the interstitium,Hannum,976,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory disease,Other respiratory diseases principally affecting the interstitium,Horvath,976,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory diseases,Diseases of the Respiratory System,Horvath,850,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory diseases,Diseases of the Respiratory System,Hannum,917,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory diseases,Diseases of the Respiratory System,Hannum,932,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
Respiratory,,,,Respiratory diseases,Diseases of the Respiratory System,Horvath,932,Blood,,Both,No,Multiple_cohorts,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8833109/
BodyComposition,,,,BMI,BMI,GrimAge,271,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,Depression,Depression (MDD),GrimAge,83,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,GrimAge,162,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,Hannum,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,Hannum,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,Horvath,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,Horvath,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,Horvath,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,PhenoAge,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,SkinBlood,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,GrimAge,215,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,GrimAge,26,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,GrimAge,271,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
MH,,,,PTSD,PTSD,GrimAge,53,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
Smoking,,,,Smoking,Smoking,GrimAge,271,Blood,Hispanic;Asian;Black;White;other,Male,No,Multiple_cohorts,https://www.nature.com/articles/s41380-020-0755-z
Alcohol,,,,Alcohol consumption,Alcohol consumption,Hannum,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,PhenoAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,GrimAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,MonoDNAmAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,GrimAge,502,Blood,,Both,No,Yale Stress Center Cohort Study (YSCCS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,Hannum,502,Blood,,Both,No,Yale Stress Center Cohort Study (YSCCS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,502,Blood,,Both,No,Yale Stress Center Cohort Study (YSCCS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,MonoDNAmAge,502,Blood,,Both,No,Yale Stress Center Cohort Study (YSCCS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,PhenoAge,502,Blood,,Both,No,Yale Stress Center Cohort Study (YSCCS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,GrimAge,1037,Blood,,Male,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,Hannum,1037,Blood,,Male,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,Horvath,1037,Blood,,Male,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,MonoDNAmAge,1037,Blood,,Male,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Alcohol,,,,Alcohol consumption,Alcohol consumption,PhenoAge,1037,Blood,,Male,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,GrimAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,Hannum,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,Horvath,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,PhenoAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,MonoDNAmAge,451,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,GrimAge,1037,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,Hannum,1037,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,Horvath,1037,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,MonoDNAmAge,1037,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Alcohol,Immunology,Viral,Alcohol consumption; HIV,Alcohol consumption; HIV,PhenoAge,1037,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,GrimAge,481,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,Hannum,481,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,Horvath,481,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,MonoDNAmAge,481,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,PhenoAge,481,Blood,,Female,No,Women's Interagency HIV Study (WIHS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,GrimAge,1255,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,Hannum,1255,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,Horvath,1255,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,MonoDNAmAge,1255,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Immunology,Viral,,HIV,HIV,PhenoAge,1255,Blood,,Both,No,Veterans Aging Cohort Study (VACS),https://onlinelibrary.wiley.com/doi/epdf/10.1111/acer.14803
Multiple_groups,Viral,Medication,,HIV (ART treatment),HIV (ART treatment),Horvath,22,Blood,,Both,No,Multiple_cohorts,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009785
Multiple_groups,Viral,Medication,,HIV (ART treatment),HIV (ART treatment),Horvath,22,Blood,,Both,No,Multiple_cohorts,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009785
Multiple_groups,Viral,Medication,,HIV (ART treatment),HIV (ART treatment),Horvath,22,Blood,,Both,No,Multiple_cohorts,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009785
Multiple_groups,Viral,Medication,,HIV (ART treatment),HIV (ART treatment),Horvath,22,Blood,,Both,No,Multiple_cohorts,https://journals.plos.org/plospathogens/article?id=10.1371/journal.ppat.1009785
MH,,,,Schizophrenia,Schizophrenia,Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
MH,,,,Schizophrenia,Schizophrenia,PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
MH,,,,Schizophrenia,Schizophrenia (risk),PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
MH,,,,Schizophrenia,Schizophrenia (risk),Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
MH,,,,Schizophrenia,Schizophrenia (risk),Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age acceleration,Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age acceleration,Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age acceleration,PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age acceleration,PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age gap,Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age gap,Horvath,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age gap,PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Neuro,,,,Brain age,MRI Brain age gap,PhenoAge,172,Blood,,Both,No,Multiple_cohorts,https://www.sciencedirect.com/science/article/pii/S0920996421001481
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,GrimAge,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,GrimAge,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,GrimAge,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,SkinBlood,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,SkinBlood,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,SkinBlood,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Hannum,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Hannum,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Hannum,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Horvath,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Horvath,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,Horvath,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
Multiple_groups,Immunology,Respiratory,Viral,COVID-19,COVID-19,PhenoAge,12,Blood,,Both,No,Multiple_cohorts,https://www.nature.com/articles/s41467-022-29801-8
